transaction_id,transaction_amount,transaction_frequency,transaction_hour,account_age_months,location_change,average_transaction_amount,is_anomaly
TXN100873,130.70392153519202,4,18,76,0,95.62149878828464,0
TXN100874,6115.250557252844,15,3,8,1,2935.3666171643235,1
TXN100875,219.31890479179847,4,17,71,0,157.30537702364347,0
TXN100876,75.82038608725937,7,11,89,0,59.52489430777549,0
TXN100877,338.598263742375,4,11,102,1,254.64596391963266,0
TXN100878,72.60206754909059,4,17,117,0,80.81204561891518,0
TXN100879,112.89417213285549,4,10,14,0,112.28933392078491,0
TXN100880,156.16586802599844,7,7,47,0,189.72609954569018,0
TXN100881,163.86944603103677,6,22,28,1,150.75609121624188,0
TXN100882,105.36457185119059,11,7,66,0,125.45989060909358,0
TXN100883,68.9457650766354,3,9,42,0,73.12004466557765,0
TXN100884,309.5468851999138,3,20,30,0,316.53807796978435,0
TXN100885,129.11147113875072,6,15,113,0,118.19460128664979,0
TXN100886,410.6587415253186,5,21,13,0,357.62210745546093,0
TXN100887,305.76275438928275,7,11,69,0,219.24094824707575,0
TXN100888,160.70148448912246,5,14,79,0,167.95548956352684,0
TXN100889,233.4568189820704,6,16,81,0,189.2169038462117,0
TXN100890,260.30468563499886,4,18,24,0,301.9478145865016,0
TXN100891,139.41920754765306,7,18,84,0,139.64639904116,0
TXN100892,85.76399879221653,6,21,107,0,47.75490373211395,0
TXN100893,477.62459913856605,5,20,87,0,452.64670055205204,0
TXN100894,102.54192757432618,5,17,40,0,94.31041862196668,0
TXN100895,269.85177347625745,3,15,104,0,251.68595246806365,0
TXN100896,382.54555839752976,4,13,106,0,454.8463327507798,0
TXN100897,117.44786908212608,6,10,44,1,127.86436739329604,0
TXN100898,1200.0,30,1,1,1,653.7437399804263,1
TXN100899,166.7866653780659,4,18,116,0,179.16963557902724,0
TXN100900,89.77955594821637,7,17,105,0,89.0466827873039,0
TXN100901,4002.360280541733,17,1,9,1,1828.8945854114863,1
TXN100902,160.93372395590254,3,18,54,0,147.8763858439181,0
TXN100903,181.47330480197803,3,10,47,0,140.1593745992374,0
TXN100904,353.77109487349674,6,10,49,0,403.942288948973,0
TXN100905,106.57076947439448,4,21,120,1,79.83222323323425,0
TXN100906,190.71535034881379,5,7,50,1,141.074512102358,0
TXN100907,149.94167697788433,7,16,96,0,107.69855638898471,0
TXN100908,151.30853498212036,3,8,101,0,178.5299572638743,0
TXN100909,137.48623758258535,3,10,28,0,141.95211860925687,0
TXN100910,231.91844511883747,4,12,64,0,221.78989505200474,0
TXN100911,1914.648216339323,23,0,3,1,875.8941294433549,1
TXN100912,122.75678376955351,2,12,87,0,108.43938732378709,0
TXN100913,120.46756535669579,3,7,103,0,116.52862461358214,0
TXN100914,193.00958259282075,4,18,24,0,181.51135955523088,0
TXN100915,741.757070074059,7,10,91,0,975.5264472358363,0
TXN100916,326.0149505266401,10,17,107,0,324.1607244616411,0
TXN100917,121.6844140305803,3,10,100,0,112.76266431514702,0
TXN100918,107.69460019641899,5,11,41,0,102.91869164433376,0
TXN100919,79.16470379850723,5,22,44,0,49.51815245539373,0
TXN100920,151.50581075738205,7,16,37,0,124.4278791079075,0
TXN100921,234.6915498864724,5,20,29,0,223.9035546131023,0
TXN100922,210.8369589787474,3,9,14,0,198.04073863359912,0
TXN100923,315.84110851669953,11,19,94,0,303.2986697646455,0
TXN100924,150.14091763167863,5,17,84,0,110.6169900535196,0
TXN100925,131.54741528903685,4,15,74,0,130.3054973030701,0
TXN100926,170.85988567849176,9,18,39,0,148.28064288535163,0
TXN100927,124.61714766908611,5,9,98,0,83.34212550551966,0
TXN100928,224.3255610202502,3,13,63,0,237.5282380353205,0
TXN100929,27.282280297700257,2,13,100,0,29.6047116003468,0
TXN100930,156.42886996005439,4,11,27,0,139.41403991622084,0
TXN100931,61.5823448411925,4,14,88,0,61.079910509638694,0
TXN100932,63.33001225789316,4,19,21,0,55.05520232146684,0
TXN100933,251.49421771730567,6,10,104,0,293.34991272068373,0
TXN100934,100.34433764426724,4,12,33,0,85.00070504275759,0
TXN100935,319.05073671716684,1,20,20,0,269.489896066864,0
TXN100936,373.5198416278976,6,12,69,0,442.98291681653643,0
TXN100937,96.4933348799526,1,22,76,1,91.27013459358648,0
TXN100938,178.1553666740304,5,13,54,0,183.10684812226316,0
TXN100939,149.19640277274445,7,14,81,0,141.67370382900924,0
TXN100940,534.2257367139092,4,16,57,0,441.1535253536873,0
TXN100941,373.0624605494739,3,12,26,0,383.60586701937916,0
TXN100942,161.6702961498748,9,11,110,0,157.5611890264664,0
TXN100943,142.30027153894594,3,22,16,1,177.19954204879693,0
TXN100944,444.1655932977877,6,13,84,0,518.8025289181935,0
TXN100945,3899.2266691419923,12,6,12,1,2203.331041648486,1
TXN100946,252.25165960414566,9,11,120,0,263.7666990250432,0
TXN100947,465.5756760922437,4,17,20,0,477.4941410443003,0
TXN100948,123.9533085105828,7,21,24,0,91.79853132506469,0
TXN100949,376.2712438535918,3,8,56,1,393.0705266850736,0
TXN100950,40.67141898025396,8,14,102,0,42.02703079676175,0
TXN100951,68.49927787076646,6,9,49,0,70.75907425819769,0
TXN100952,115.79590978648339,6,21,48,0,140.48974881682085,0
TXN100953,43.816243969924344,2,7,22,0,30.98126456554849,0
TXN100954,109.59634434925421,5,8,36,0,139.51848570249152,0
TXN100955,133.7467411304266,8,12,33,0,158.35562035665075,0
TXN100956,138.13421219459516,7,9,73,0,118.80673661966476,0
TXN100957,43.900860680042584,8,10,82,0,46.169677057579726,0
TXN100958,221.0772524433983,2,13,87,0,209.96843124521695,0
TXN100959,108.44256317878948,4,7,85,0,134.52030511654692,0
TXN100960,294.5009877012665,4,13,50,0,339.27585580478865,0
TXN100961,417.51492007966596,4,10,56,0,494.21009113077713,0
TXN100962,275.9570881830766,5,21,29,0,253.21329161115563,0
TXN100963,64.36896711695529,2,13,110,1,82.99736181918745,0
TXN100964,285.0719714644413,3,16,22,0,202.53455942305507,0
TXN100965,141.7624485273489,8,17,40,0,139.95991418565058,0
TXN100966,188.34270876780718,4,15,116,0,86.82361827735944,0
TXN100967,110.89328039513292,7,18,26,0,107.36029935026944,0
TXN100968,70.46672274483112,7,7,86,0,75.25554788405785,0
TXN100969,388.9646127107402,4,17,98,0,382.4893139003569,0
TXN100970,593.2070229359583,6,21,65,0,567.3791121822521,0
TXN100971,9951.65642434806,15,4,9,1,5000.0,1
TXN100972,58.32145037488403,6,14,51,0,53.44893343114306,0
TXN100973,258.55820675561836,5,15,30,0,266.66759905919736,0
TXN100974,109.83076345937717,6,18,14,0,91.19034438936643,0
TXN100975,269.5498308116237,7,7,77,0,235.19996375657922,0
TXN100976,73.83336460005712,5,20,69,0,64.90297359955116,0
TXN100977,185.6192700243274,4,13,103,0,212.29484881951166,0
TXN100978,46.463546435309,6,16,111,0,37.78338773073159,0
TXN100979,164.56324029210973,5,16,59,0,180.96072789164393,0
TXN100980,202.41949312480918,3,9,107,0,207.37067705393483,0
TXN100981,141.79869080532993,7,16,31,0,149.89942896886308,0
TXN100982,275.70130874968356,6,7,18,0,211.82935075399544,0
TXN100983,44.53325311229213,6,19,92,0,42.955709571440785,0
TXN100984,174.34921806446184,8,11,22,1,142.59597055641711,0
TXN100985,305.15439829022,4,18,104,0,352.1168103623561,0
TXN100986,270.4242592267501,6,14,50,0,239.12577833410512,0
TXN100987,285.6673285489842,10,17,96,0,204.48204543301986,0
TXN100988,149.37667420922313,5,18,78,0,113.45524701373685,0
TXN100989,175.3691432045031,5,22,49,0,63.59095462378187,0
TXN100990,111.29471145271371,5,16,89,0,131.5451762595988,0
TXN100991,163.59404177679542,5,10,31,1,119.63486433121588,0
TXN100992,87.24736790960745,5,16,53,1,82.98582631839535,0
TXN100993,252.1907441804139,4,12,15,0,274.8447257505518,0
TXN100994,146.19440268384068,2,9,32,1,223.97404399215668,0
TXN100995,327.96799772016203,5,9,29,0,216.41772239202606,0
TXN100996,92.89003609940248,9,7,118,0,84.9721490410339,0
TXN100997,85.8355133248086,6,11,28,0,60.68629729123428,0
TXN100998,2429.8698661119774,15,2,4,1,1151.654944185452,1
TXN100999,1583.0648518523528,16,1,16,1,549.4588613190292,1
TXN101000,168.99786011872538,4,16,26,0,132.56223017025135,0
